Max,Time,Integral,Time Of Threshold,INTNS
[42.24148456],1662555506.9329722,[5119.39934074],456,[5119.39934074]
[53.10706873],1662555506.9374115,[5659.99267489],536,[5659.99267489]
[128.5557319],1662555506.9459815,[10246.97839092],936,[10246.97839092]
[53.83958003],1662555507.0002713,[5898.54718594],584,[5898.54718594]
[173.60517641],1662555507.0114367,[12820.65681846],1072,[12820.65681846]
[45.90404102],1662555507.0169175,[5259.79733854],472,[5259.79733854]
[74.83823709],1662555507.0252979,[7140.52008302],680,[7140.52008302]
[50.90953486],1662555507.0318315,[5728.7266512],592,[5728.7266512]
[47.85740447],1662555507.0415864,[5721.76779392],600,[5721.76779392]
[55.06043218],1662555507.0602355,[5696.98449518],552,[5696.98449518]
[59.45549994],1662555507.0670156,[6412.03760225],664,[6412.03760225]
[151.75192284],1662555507.0745862,[11510.68245635],1056,[11510.68245635]
[41.87522891],1662555507.087694,[4968.50201441],440,[4968.50201441]
[60.55426688],1662555507.0932307,[6173.72726163],568,[6173.72726163]
[48.1015749],1662555507.1035633,[5440.48345745],504,[5440.48345745]
[95.71480894],1662555507.1223936,[8300.08545965],832,[8300.08545965]
[205.59150287],1662555507.1471965,[14465.51092663],1144,[14465.51092663]
[156.63533146],1662555507.169617,[11530.33817605],960,[11530.33817605]
[50.66536442],1662555507.172828,[5524.84434135],472,[5524.84434135]
[47.85740447],1662555507.2011335,[5404.5904041],536,[5404.5904041]
[85.82590648],1662555507.209737,[7780.61286778],808,[7780.61286778]
[96.56940544],1662555507.222775,[8369.79611769],784,[8369.79611769]
[45.90404102],1662555507.2271864,[5690.39189354],592,[5690.39189354]
[52.8628983],1662555507.2378538,[5588.3286534],488,[5588.3286534]
[63.72848248],1662555507.2747269,[6309.1197656],600,[6309.1197656]
[55.91502869],1662555507.2875812,[6213.77121231],656,[6213.77121231]
[56.7696252],1662555507.298682,[6103.89451837],616,[6103.89451837]
[73.25112929],1662555507.3033044,[6915.6391161],600,[6915.6391161]
[39.4335246],1662555507.3106632,[4818.5813698],416,[4818.5813698]
[40.89854719],1662555507.3214035,[4976.55963863],464,[4976.55963863]
[41.26480283],1662555507.3332295,[5054.08375046],464,[5054.08375046]
[55.79294347],1662555507.3417473,[6348.18703455],664,[6348.18703455]
[205.59150287],1662555507.3560112,[14456.5987059],1096,[14456.5987059]
[89.97680381],1662555507.3672006,[7927.84763765],728,[7927.84763765]
[94.86021243],1662555507.371808,[8123.18398242],752,[8123.18398242]
[1000.12208522],1662555507.377394,[95958.2468563],3680,[95958.2468563]
[54.69417654],1662555507.3875983,[5484.80039067],488,[5484.80039067]
[94.00561592],1662555507.4122958,[7986.81479673],752,[7986.81479673]
[41.87522891],1662555507.4289184,[5155.41447931],488,[5155.41447931]
[136.49127091],1662555507.4372666,[10796.36186058],992,[10796.36186058]
[51.39787572],1662555507.4651546,[5735.31925284],544,[5735.31925284]
[56.03711391],1662555507.4808965,[6134.29373703],608,[6134.29373703]
[109.87669393],1662555507.4853835,[9105.35954096],880,[9105.35954096]
[51.88621658],1662555507.4894269,[5598.09547064],496,[5598.09547064]
[54.32792089],1662555507.5026278,[6073.61738493],648,[6073.61738493]
[62.62971554],1662555507.5423265,[6353.68086925],608,[6353.68086925]
[46.63655231],1662555507.5626984,[5651.4467098],584,[5651.4467098]
[51.64204615],1662555507.6241941,[5507.14198511],496,[5507.14198511]
[115.1263582],1662555507.6281638,[9507.38615554],848,[9507.38615554]
[60.31009645],1662555507.6406622,[6475.15565865],648,[6475.15565865]
[66.53644244],1662555507.65732,[6805.76242217],656,[6805.76242217]
[48.46783055],1662555507.668991,[5231.59565377],424,[5231.59565377]
[122.81772677],1662555507.6729882,[9433.52460017],872,[9433.52460017]
[141.00842388],1662555507.6781116,[10569.28335978],936,[10569.28335978]
[43.70650714],1662555507.6898823,[5308.63142473],456,[5308.63142473]
[69.58857282],1662555507.7037344,[6601.26968624],704,[6601.26968624]
[74.47198144],1662555507.7079535,[7135.51458918],680,[7135.51458918]
[98.76693932],1662555507.7261107,[8236.35697717],776,[8236.35697717]
[62.75180076],1662555507.7377582,[6043.46233671],544,[6043.46233671]
[109.38835307],1662555507.7519727,[9051.88621658],808,[9051.88621658]
[73.49529972],1662555507.7689462,[7045.41570016],704,[7045.41570016]
[54.93834697],1662555507.7724266,[5774.02026615],568,[5774.02026615]
[52.98498352],1662555507.7769387,[5226.83433036],424,[5226.83433036]
[176.29105115],1662555507.7912812,[12990.11109755],1104,[12990.11109755]
[42.97399585],1662555507.8018823,[5134.17165181],424,[5134.17165181]
[273.34879746],1662555507.8062284,[18202.53937248],1256,[18202.53937248]
[47.49114882],1662555507.8293793,[5501.52606519],496,[5501.52606519]
[57.38005128],1662555507.8359835,[6023.56244659],568,[6023.56244659]
[56.52545477],1662555507.8393385,[6563.0570138],728,[6563.0570138]
[83.14003174],1662555507.845373,[7361.61640825],720,[7361.61640825]
[53.96166524],1662555507.856887,[6050.05493835],640,[6050.05493835]
[88.38969601],1662555507.8845773,[7587.10780124],720,[7587.10780124]
[104.62702967],1662555507.8984199,[8436.21047491],832,[8436.21047491]
[48.46783055],1662555507.9040074,[5859.11366134],640,[5859.11366134]
[64.33890856],1662555507.930765,[6491.51507752],608,[6491.51507752]
[66.17018679],1662555507.946117,[6430.594555],624,[6430.594555]
[62.99597119],1662555507.9519334,[6440.23928702],632,[6440.23928702]
[71.54193627],1662555507.9570334,[6992.67488707],704,[6992.67488707]
[65.4376755],1662555507.9820526,[6480.89366378],624,[6480.89366378]
[180.19777805],1662555507.9874153,[13211.20742278],1144,[13211.20742278]
[60.79843731],1662555507.9943504,[6225.97973385],608,[6225.97973385]
[58.23464778],1662555508.0114293,[6587.22988646],744,[6587.22988646]
[51.76413136],1662555508.0216086,[6106.70247833],624,[6106.70247833]
[137.95629349],1662555508.0413034,[10562.81284336],944,[10562.81284336]
[46.02612624],1662555508.0483687,[5377.48748627],512,[5377.48748627]
[138.32254914],1662555508.0608702,[10368.94152118],912,[10368.94152118]
[130.02075449],1662555508.0893197,[10351.23916494],944,[10351.23916494]
[62.87388597],1662555508.0929606,[6325.23501404],616,[6325.23501404]
[51.15370529],1662555508.0983875,[5580.27102918],520,[5580.27102918]
[43.58442193],1662555508.130967,[5292.63826151],528,[5292.63826151]
[65.55976071],1662555508.1359773,[6874.13014284],752,[6874.13014284]
[152.85068978],1662555508.1679065,[10824.07520449],936,[10824.07520449]
[47.00280796],1662555508.172731,[5488.09669149],512,[5488.09669149]
[70.80942498],1662555508.2034965,[6708.09424979],632,[6708.09424979]
[63.24014162],1662555508.2166111,[6419.36271517],608,[6419.36271517]
[41.14271762],1662555508.2277548,[4914.66243438],432,[4914.66243438]
[54.69417654],1662555508.2316442,[5875.10682456],592,[5875.10682456]
[104.62702967],1662555508.2442434,[8662.55646441],800,[8662.55646441]
[47.73531925],1662555508.252993,[5528.75106825],544,[5528.75106825]
[64.46099377],1662555508.2564838,[6473.81272128],648,[6473.81272128]
[105.60371139],1662555508.2615433,[8781.58954951],888,[8781.58954951]
[43.70650714],1662555508.2672496,[5099.13319497],496,[5099.13319497]
[44.31693322],1662555508.284386,[5303.25967525],456,[5303.25967525]
[76.30325968],1662555508.2930763,[7544.1338054],848,[7544.1338054]
[134.65999267],1662555508.315183,[10595.4095959],920,[10595.4095959]
[63.8505677],1662555508.334857,[6943.71871566],744,[6943.71871566]
[77.03577097],1662555508.345268,[7147.23476987],680,[7147.23476987]
[196.92345257],1662555508.352143,[13591.99120986],1056,[13591.99120986]
[38.94518374],1662555508.362428,[4980.58845074],440,[4980.58845074]
[44.194848],1662555508.3703845,[5299.59711879],520,[5299.59711879]
[55.79294347],1662555508.39297,[6328.042974],640,[6328.042974]
[96.2031498],1662555508.4019437,[8261.14027591],784,[8261.14027591]
[52.00830179],1662555508.407872,[5908.68025882],592,[5908.68025882]
[78.01245269],1662555508.4124134,[7409.96215358],728,[7409.96215358]
[126.48028324],1662555508.4195108,[9646.19704554],840,[9646.19704554]
[58.356733],1662555508.4547849,[6348.5532902],624,[6348.5532902]
[52.37455744],1662555508.4715621,[5823.46477842],592,[5823.46477842]
[43.95067757],1662555508.4936078,[5267.97704798],488,[5267.97704798]
[131.48577707],1662555508.5032785,[10517.88548407],944,[10517.88548407]
[52.8628983],1662555508.5247715,[6101.69698449],624,[6101.69698449]
[71.54193627],1662555508.533136,[6922.47588817],712,[6922.47588817]
[51.03162007],1662555508.5382802,[5594.55499939],536,[5594.55499939]
[61.04260774],1662555508.5459483,[6348.43120498],656,[6348.43120498]
[45.78195581],1662555508.5592983,[5722.62239043],528,[5722.62239043]
[312.78232206],1662555508.5718539,[20449.5177634],1216,[20449.5177634]
[41.38688805],1662555508.5876489,[5287.26651203],504,[5287.26651203]
[191.06336223],1662555508.5929234,[13789.15883286],1192,[13789.15883286]
[139.78757173],1662555508.597835,[10305.94554999],912,[10305.94554999]
[118.05640337],1662555508.610143,[9549.99389574],928,[9549.99389574]
[70.32108412],1662555508.6305723,[7051.2757905],712,[7051.2757905]
[40.53229154],1662555508.6379669,[5166.64631913],472,[5166.64631913]
[205.8356733],1662555508.644852,[14621.65791723],1184,[14621.65791723]
[43.46233671],1662555508.6494613,[5156.26907581],472,[5156.26907581]
[52.61872787],1662555508.653771,[5752.41118301],544,[5752.41118301]
[60.55426688],1662555508.6722865,[6354.04712489],624,[6354.04712489]
[92.05225247],1662555508.7002485,[8413.13636919],824,[8413.13636919]
[65.92601636],1662555508.708542,[6407.27627884],624,[6407.27627884]
[77.52411183],1662555508.7148042,[7709.19301673],824,[7709.19301673]
[61.89720425],1662555508.7225618,[6263.33780979],664,[6263.33780979]
[64.58307899],1662555508.753202,[6237.08948846],592,[6237.08948846]
[65.55976071],1662555508.7607846,[6746.67317788],704,[6746.67317788]
[58.72298865],1662555508.7741919,[6003.54047125],640,[6003.54047125]
[81.30875351],1662555508.7787707,[7747.89403003],752,[7747.89403003]
[84.3608839],1662555508.7885132,[7301.06214137],648,[7301.06214137]
[430.83872543],1662555508.7926183,[29063.24014162],1616,[29063.24014162]
[229.27603467],1662555508.7961624,[15914.29617873],1200,[15914.29617873]
[325.35709926],1662555508.813204,[21872.17677939],1472,[21872.17677939]
[42.24148456],1662555508.8207855,[5300.69588573],536,[5300.69588573]
[62.38554511],1662555508.827782,[6509.70577463],696,[6509.70577463]
[1000.12208522],1662555508.8350928,[118461.11585886],4080,[118461.11585886]
[63.24014162],1662555508.8424697,[5751.43450128],456,[5751.43450128]
[50.29910878],1662555508.852912,[5617.26284947],544,[5617.26284947]
[55.42668783],1662555508.8868163,[5868.2700525],560,[5868.2700525]
[62.62971554],1662555508.9041767,[6791.47845196],720,[6791.47845196]
[132.21828837],1662555508.9175143,[10330.36259309],936,[10330.36259309]
[44.56110365],1662555508.9236605,[5326.94420706],512,[5326.94420706]
[97.54608717],1662555508.9273412,[8403.61372238],856,[8403.61372238]
[52.13038701],1662555508.9343488,[5420.21731168],528,[5420.21731168]
[67.39103895],1662555508.9463823,[6732.14503724],672,[6732.14503724]
[80.454157],1662555508.950647,[7338.66438774],688,[7338.66438774]
[65.55976071],1662555508.9658654,[6066.04810157],512,[6066.04810157]
[939.44573312],1662555508.9774613,[76978.51300207],3016,[76978.51300207]
[45.04944451],1662555508.9930367,[5393.48064949],544,[5393.48064949]
[46.39238188],1662555509.0147216,[5619.21621292],552,[5619.21621292]
[65.80393114],1662555509.0246403,[6899.64595287],744,[6899.64595287]
[45.78195581],1662555509.0417626,[5331.82761568],496,[5331.82761568]
[47.73531925],1662555509.085499,[5179.22109633],448,[5179.22109633]
[47.85740447],1662555509.09252,[5508.72909291],528,[5508.72909291]
[51.15370529],1662555509.1101072,[5888.0478574],528,[5888.0478574]
[38.57892809],1662555509.1211991,[4873.51971676],408,[4873.51971676]
[46.39238188],1662555509.1408095,[5661.21352704],568,[5661.21352704]
[50.54327921],1662555509.145039,[5378.5862532],472,[5378.5862532]
[56.28128434],1662555509.1525645,[5956.78183372],576,[5956.78183372]
[58.11256257],1662555509.1600058,[6026.73666219],632,[6026.73666219]
[38.70101331],1662555509.1696348,[4779.39201563],432,[4779.39201563]
[56.15919912],1662555509.1820128,[6087.90135515],584,[6087.90135515]
[52.74081309],1662555509.1882226,[6071.29776584],608,[6071.29776584]
[81.43083873],1662555509.195705,[7471.85935783],752,[7471.85935783]
[251.37345867],1662555509.2031255,[16936.75985838],1104,[16936.75985838]
[69.46648761],1662555509.208526,[6806.37284825],696,[6806.37284825]
[50.05493835],1662555509.214358,[5875.35099499],608,[5875.35099499]
[271.02917837],1662555509.2308273,[17763.64302283],1256,[17763.64302283]
[41.0206324],1662555509.2466772,[5451.1048712],576,[5451.1048712]
[261.14027591],1662555509.2654219,[17624.5879624],1192,[17624.5879624]
[181.29654499],1662555509.290529,[12936.1494323],960,[12936.1494323]
[756.80625076],1662555509.3059216,[56223.53802954],2160,[56223.53802954]
[49.56659749],1662555509.3344185,[5487.48626541],512,[5487.48626541]
[924.3071664],1662555509.3388972,[73700.03662556],2944,[73700.03662556]
[340.00732511],1662555509.3593946,[21237.33365889],1256,[21237.33365889]
[41.14271762],1662555509.3633485,[5078.50079355],448,[5078.50079355]
[189.84251007],1662555509.3701158,[13656.69637407],1128,[13656.69637407]
[37.8464168],1662555509.3740797,[4965.08362837],456,[4965.08362837]
[42.11939934],1662555509.3775673,[5271.88377487],496,[5271.88377487]
[94.616042],1662555509.382462,[8095.83689415],752,[8095.83689415]
[46.02612624],1662555509.3890054,[5366.86607252],504,[5366.86607252]
[43.3402515],1662555509.410144,[5287.14442681],520,[5287.14442681]
[78.8670492],1662555509.4134927,[7272.98254181],688,[7272.98254181]
[91.93016726],1662555509.4276903,[7943.47454523],784,[7943.47454523]
[101.94115493],1662555509.432521,[8539.61665242],776,[8539.61665242]
[43.46233671],1662555509.4384098,[4998.29080698],432,[4998.29080698]
[56.64753998],1662555509.4443796,[5853.37565621],576,[5853.37565621]
[79.59956049],1662555509.4615424,[7537.66328898],768,[7537.66328898]
[93.15101941],1662555509.4878252,[7974.85044561],816,[7974.85044561]
[215.11414968],1662555509.5246525,[14730.19167379],1240,[14730.19167379]
[91.80808204],1662555509.5283258,[8079.72164571],808,[8079.72164571]
[68.73397632],1662555509.5404518,[6937.7365401],760,[6937.7365401]
[74.47198144],1662555509.5514379,[7378.5862532],696,[7378.5862532]
[97.54608717],1662555509.5563254,[8224.51471127],840,[8224.51471127]
[162.86167745],1662555509.5621278,[11951.04382859],1024,[11951.04382859]
[73.86155537],1662555509.5652938,[7110.85337566],736,[7110.85337566]
[56.7696252],1662555509.5841124,[6161.15248443],584,[6161.15248443]
[51.88621658],1662555509.5998924,[5718.83774875],552,[5718.83774875]
[50.90953486],1662555509.6031067,[5812.23293859],560,[5812.23293859]
[52.00830179],1662555509.622383,[5898.18093029],624,[5898.18093029]
[47.97948968],1662555509.6281738,[5246.97839092],464,[5246.97839092]
[54.69417654],1662555509.6338353,[5655.23135148],520,[5655.23135148]
[70.68733976],1662555509.6622334,[7173.36100598],776,[7173.36100598]
[307.28848736],1662555509.6731768,[20892.80918081],1416,[20892.80918081]
[47.73531925],1662555509.696187,[5420.82773776],512,[5420.82773776]
[101.57489928],1662555509.7053313,[8677.81711635],784,[8677.81711635]
[80.33207179],1662555509.7129416,[7434.50128189],784,[7434.50128189]
[262.72738371],1662555509.721094,[18009.52264681],1184,[18009.52264681]
[251.86179954],1662555509.736484,[17066.90269808],1144,[17066.90269808]
[54.57209132],1662555509.7461238,[6009.15639116],616,[6009.15639116]
[93.27310463],1662555509.7608352,[7949.21255036],744,[7949.21255036]
[38.09058723],1662555509.7862756,[4800.26858747],432,[4800.26858747]
[51.64204615],1662555509.796445,[6009.15639116],584,[6009.15639116]
[47.85740447],1662555509.8055148,[5550.72640703],576,[5550.72640703]
[109.38835307],1662555509.8201106,[9267.61079233],864,[9267.61079233]
[97.42400195],1662555509.8309097,[8428.03076547],800,[8428.03076547]
[59.33341472],1662555509.8394263,[6219.9975583],584,[6219.9975583]
[87.5350995],1662555509.849967,[7861.31119521],728,[7861.31119521]
[61.77511903],1662555509.8594725,[6772.55524356],784,[6772.55524356]
[62.38554511],1662555509.8671854,[6069.58857282],544,[6069.58857282]
[45.78195581],1662555509.8759565,[5349.28580149],536,[5349.28580149]
[50.78744964],1662555509.9309983,[5520.57135881],472,[5520.57135881]
[67.87937981],1662555509.9376557,[6781.22329386],728,[6781.22329386]
[73.3732145],1662555509.9430408,[6978.02466121],680,[6978.02466121]
[79.84373092],1662555509.9558773,[7485.0445611],712,[7485.0445611]
[81.06458308],1662555509.9752274,[7560.12696862],728,[7560.12696862]
[42.97399585],1662555509.9817283,[5291.66157978],488,[5291.66157978]
[361.12806739],1662555509.996891,[23709.68135759],1448,[23709.68135759]
[64.7051642],1662555510.0269618,[6712.61140276],720,[6712.61140276]
[95.83689415],1662555510.033172,[8286.77817116],760,[8286.77817116]
[43.95067757],1662555510.0847955,[5688.56061531],616,[5688.56061531]
[124.03857893],1662555510.0932467,[9680.99133195],856,[9680.99133195]
[86.68050299],1662555510.0994818,[7727.62788426],752,[7727.62788426]
[48.71200098],1662555510.1053526,[5585.27652301],528,[5585.27652301]
[165.91380784],1662555510.1131654,[12282.87144427],1136,[12282.87144427]
[56.40336955],1662555510.1225755,[5780.0024417],536,[5780.0024417]
[130.1428397],1662555510.127439,[10154.19362715],904,[10154.19362715]
